shape_lane,interval_index,substep,z_mid,dt_Myr,tau_Myr,equilibrium_pass,projection_all_refinements_pass,completed_macro_substeps_n1,completed_macro_substeps_n2,completed_macro_substeps_n4,mass_l1_relative_n1_max,mass_l1_relative_n2_max,mass_l1_relative_n4_max,mass_l1_relative_monotone,mass_l1_relative_order_2_to_4,mass_l1_relative_convergence_status,ionized_l1_relative_n1_max,ionized_l1_relative_n2_max,ionized_l1_relative_n4_max,ionized_l1_relative_monotone,ionized_l1_relative_order_2_to_4,ionized_l1_relative_convergence_status,thermal_l1_relative_n1_max,thermal_l1_relative_n2_max,thermal_l1_relative_n4_max,thermal_l1_relative_monotone,thermal_l1_relative_order_2_to_4,thermal_l1_relative_convergence_status,capacity_l1_relative_n1_max,capacity_l1_relative_n2_max,capacity_l1_relative_n4_max,capacity_l1_relative_monotone,capacity_l1_relative_order_2_to_4,capacity_l1_relative_convergence_status,current_l1_relative_n1_max,current_l1_relative_n2_max,current_l1_relative_n4_max,current_l1_relative_monotone,current_l1_relative_order_2_to_4,current_l1_relative_convergence_status,opacity_l1_relative_n1_max,opacity_l1_relative_n2_max,opacity_l1_relative_n4_max,opacity_l1_relative_monotone,opacity_l1_relative_order_2_to_4,opacity_l1_relative_convergence_status,combined_extensive_l1_relative_n1_max,combined_extensive_l1_relative_n2_max,combined_extensive_l1_relative_n4_max,combined_extensive_l1_relative_monotone,combined_extensive_l1_relative_order_2_to_4,combined_extensive_l1_relative_convergence_status,convergence_pass
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,5.85,10.48924395482891,100.0,False,False,0,0,0,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,5.85,10.48924395482891,300.0,False,False,0,0,0,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5.75,10.880437330974283,10.0,True,True,18,36,72,0.12710009390617058,0.07389975640404255,0.0403571271934343,True,0.8727461284117275,PASS,0.12693239724205183,0.07380225260017208,0.04030387974572785,True,0.8727461284117272,PASS,0.12591933872651223,0.07321323039554105,0.0399822109718542,True,0.8727461284117264,PASS,0.09562996009715982,0.05560208917961564,0.03036465469485203,True,0.8727461284117232,PASS,0.10592971849971843,0.061590673558880336,0.03363505872949023,True,0.8727461284117459,PASS,0.0012343175827535008,0.0007176687749581741,0.000391923484502298,True,0.8727461284117195,PASS,0.12710009390617058,0.07389975640404255,0.0403571271934343,True,0.8727461284117275,PASS,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5.75,10.880437330974283,100.0,False,False,10,20,40,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5.75,10.880437330974283,300.0,False,False,0,0,0,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,10.880437330974283,10.0,False,False,0,0,0,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,10.880437330974283,100.0,False,False,0,0,0,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,10.880437330974283,300.0,False,False,0,0,0,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,11.292312457807522,10.0,False,False,0,0,0,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,11.292312457807522,100.0,False,False,0,0,0,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,11.292312457807522,300.0,False,False,0,0,0,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,11.292312457807522,10.0,True,True,18,36,72,0.02762436731649515,0.01608176395450012,0.00878958091987283,True,0.8715593739684783,PASS,0.027688592163598286,0.016119153003787412,0.008810016120585733,True,0.8715593739684787,PASS,0.027474428591609038,0.01599447583116934,0.008741873092203523,True,0.8715593739684785,PASS,0.02731701596060107,0.015902836708856647,0.0086917872009249,True,0.871559373968479,PASS,0.02598337965230587,0.015126448816767335,0.008267447916873984,True,0.871559373968478,PASS,0.00022628772663310979,0.00013173535392939576,7.200071812063247e-05,True,0.8715593739684787,PASS,0.027688592163598286,0.016119153003787412,0.008810016120585733,True,0.8715593739684787,PASS,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,11.292312457807522,100.0,True,True,18,36,72,0.006357436449856861,0.0032878163831187752,0.0016728076511511464,True,0.9748581644056269,PASS,0.0063722170737633595,0.003295460341153726,0.0016766968195218227,True,0.9748581644056601,PASS,0.006322929744095424,0.003269970870477834,0.001663728035197615,True,0.9748581644056179,PASS,0.006286703003168755,0.0032512358232201855,0.001654195833047159,True,0.97485816440567,PASS,0.005979781654344021,0.0030925081588614395,0.0015734368062499625,True,0.9748581644056414,PASS,5.207756706136581e-05,2.6932471842668736e-05,1.3702968691971796e-05,True,0.9748581644056445,PASS,0.0063722170737633595,0.003295460341153726,0.0016766968195218227,True,0.9748581644056601,PASS,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,11.292312457807522,300.0,False,False,16,32,64,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5.55,11.726292089942335,10.0,False,False,0,0,0,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5.55,11.726292089942335,100.0,False,False,0,0,0,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5.55,11.726292089942335,300.0,False,False,0,0,0,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5.55,11.726292089942335,10.0,True,True,18,36,72,0.008725937123944734,0.005085623012005763,0.0027816034316066993,True,0.8705077696270005,PASS,0.008824639607434149,0.005143148480530921,0.002813067234620936,True,0.8705077696269948,PASS,0.010876835613479765,0.006339202850995352,0.0034672543289882836,True,0.870507769627019,PASS,0.006778133639296121,0.003950410359921497,0.00216069397740884,True,0.8705077696269524,PASS,0.009152932978062859,0.005334483382059925,0.0029177186838971214,True,0.8705077696270421,PASS,6.267909727855811e-05,3.653043277344631e-05,1.9980477695812738e-05,True,0.8705077696270421,PASS,0.010876835613479765,0.006339202850995352,0.0034672543289882836,True,0.870507769627019,PASS,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5.55,11.726292089942335,100.0,True,True,18,36,72,0.002056734210606123,0.0010648912045853416,0.0005421401352286748,True,0.9739683236650777,PASS,0.0020799987347003223,0.001076936604987145,0.0005482724940786487,True,0.9739683236651243,PASS,0.0025637085841468442,0.0013273813934244361,0.0006757748820089875,True,0.9739683236652437,PASS,0.0015976300472926393,0.0008271862143245926,0.0004211236266787845,True,0.9739683236647934,PASS,0.002157378642084056,0.0011170006941435462,0.0005686692732232558,True,0.9739683236653688,PASS,1.477368468642377e-05,7.649197840325244e-06,3.8942355178513205e-06,True,0.9739683236654607,PASS,0.0025637085841468442,0.0013273813934244361,0.0006757748820089875,True,0.9739683236652437,PASS,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5.55,11.726292089942335,300.0,False,False,0,0,0,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5.95,10.117419563765695,10.0,True,True,18,36,72,9.375064673778964e-05,5.435611830312073e-05,2.962863571058783e-05,True,0.875450236531962,PASS,9.382180587266432e-05,5.439737598493465e-05,2.9651124601681916e-05,True,0.8754502365318831,PASS,9.187373537076906e-05,5.326789523628556e-05,2.9035463022282434e-05,True,0.8754502365325016,PASS,9.37506467377851e-05,5.435611830311669e-05,2.9628635710576263e-05,True,0.8754502365324182,PASS,0.00016680403534819223,0.0002493261256475209,0.00027604551525916746,False,-0.1468720991409991,FAIL,1.007443821715573e-06,1.505850796330274e-06,1.6672270412793704e-06,False,-0.14687175138285896,FAIL,0.00016680403534819223,0.0002493261256475209,0.00027604551525916746,False,-0.1468720991409991,FAIL,False
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5.95,10.117419563765695,100.0,True,True,18,36,72,2.018570218588592e-05,1.0406157597956212e-05,5.285614351427788e-06,True,0.9772943896198744,PASS,2.0201023649306338e-05,1.0414056137313135e-05,5.289626267703142e-06,True,0.9772943896185411,PASS,1.9781579385649374e-05,1.0197823723337952e-05,5.179795031758489e-06,True,0.9772943896149603,PASS,2.0185702185883783e-05,1.0406157597948331e-05,5.285614351442914e-06,True,0.9772943896146531,PASS,3.591502243735068e-05,0.0003781482084051701,0.0005486380379724336,False,-0.5369028663433661,FAIL,2.1691546131814273e-07,2.2838952853062393e-06,3.313598876073036e-06,False,-0.5369024634760565,FAIL,3.591502243735068e-05,0.0003781482084051701,0.0005486380379724336,False,-0.5369028663433661,FAIL,False
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5.95,10.117419563765695,300.0,True,True,18,36,72,7.2495361031339e-06,3.66439344786256e-06,1.8422874395678445e-06,True,0.9920762418039168,PASS,7.2550386861593455e-06,3.667174816041876e-06,1.8436857827801261e-06,True,0.9920762417946533,PASS,7.104398579379245e-06,3.5910313756399245e-06,1.805404384830485e-06,True,0.992076241786538,PASS,7.24953610313546e-06,3.6643934478417217e-06,1.8422874395400966e-06,True,0.9920762418174423,PASS,1.2898597702382828e-05,0.0003909706540024456,0.0005799273719155064,False,-0.5688119095851095,FAIL,7.790348364411078e-08,2.361338790357262e-06,3.5025764628177575e-06,False,-0.568811500258336,FAIL,1.2898597702382828e-05,0.0003909706540024456,0.0005799273719155064,False,-0.5688119095851095,FAIL,False
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5.95,10.117419563765695,10.0,True,True,18,36,72,0.002306469390904275,0.0013372784875288072,0.0007289287459699201,True,0.875450236535985,PASS,0.002308161963384852,0.0013382598319055502,0.0007294636608231663,True,0.8754502365359821,PASS,0.0022677370314158583,0.0013148216748265233,0.0007166879027392727,True,0.8754502365359853,PASS,0.0023246239787415423,0.0013478044194403294,0.0007346662601975244,True,0.8754502365359336,PASS,0.0022416993178740272,0.0012997251492358193,0.000708459032260965,True,0.8754502365359352,PASS,1.444368468416608e-05,8.374370318962715e-06,4.5647330094792244e-06,True,0.8754502365359882,PASS,0.0023246239787415423,0.0013478044194403294,0.0007346662601975244,True,0.8754502365359336,PASS,True
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5.95,10.117419563765695,100.0,True,True,18,36,72,0.0004966120858416027,0.0002560140629588244,0.00013003758521729533,True,0.9772943895278271,PASS,0.0004969765181437781,0.0002562019355398874,0.00013013301160318396,True,0.97729438952805,PASS,0.0004882725180541362,0.0002517148388894655,0.0001278538742530375,True,0.9772943895278217,PASS,0.0005005209986452847,0.00025802919041375064,0.00013106113175654285,True,0.9772943895279769,PASS,0.00048266626839673434,0.00024882469828744157,0.00012638588104795504,True,0.9772943895279756,PASS,3.1099083328523458e-06,1.603223704017965e-06,8.143276842849902e-07,True,0.977294389527639,PASS,0.0005005209986452847,0.00025802919041375064,0.00013106113175654285,True,0.9772943895279769,PASS,True
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5.95,10.117419563765695,300.0,True,True,18,36,72,0.00017835432290014237,9.015203220419806e-05,4.532426960856016e-05,True,0.992076241791286,PASS,0.00017848520589380554,9.021818909725766e-05,4.535753023268599e-05,True,0.9920762417913475,PASS,0.00017535923275145747,8.863811620182492e-05,4.4563142705705075e-05,True,0.9920762417917884,PASS,0.0001797581781752083,9.086163320470312e-05,4.568102415167414e-05,True,0.9920762417918428,PASS,0.00017334579230134754,8.762039066901464e-05,4.4051477407588473e-05,True,0.9920762417906934,PASS,1.1168991065679972e-06,5.64554436286687e-07,2.8383184331352314e-07,True,0.9920762417906582,PASS,0.0001797581781752083,9.086163320470312e-05,4.568102415167414e-05,True,0.9920762417918428,PASS,True
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5.85,10.48924395482891,10.0,True,True,18,36,72,0.07607967370321032,0.04417481322081485,0.024102373889315337,True,0.8740487875396137,PASS,0.07591956379366131,0.04408184718922121,0.024051650368623247,True,0.8740487875396127,PASS,0.07603252950846015,0.0441474394704271,0.024087438401907586,True,0.8740487875396146,PASS,0.093323273168772,0.054187116751680114,0.029565221734035696,True,0.8740487875395846,PASS,0.1083436456372287,0.06290852834565687,0.03432374152742756,True,0.87404878753959,PASS,0.000596524779500869,0.00034636545391659204,0.00018898166316879013,True,0.8740487875395917,PASS,0.1083436456372287,0.06290852834565687,0.03432374152742756,True,0.87404878753959,PASS,True
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5.85,10.48924395482891,100.0,False,False,0,0,0,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5.85,10.48924395482891,300.0,False,False,0,0,0,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
RECOMBINATION_WEIGHTED_AUDITOR,1,2,5.85,10.48924395482891,10.0,False,False,0,0,0,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
RECOMBINATION_WEIGHTED_AUDITOR,1,2,5.85,10.48924395482891,100.0,False,False,0,0,0,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
RECOMBINATION_WEIGHTED_AUDITOR,1,2,5.85,10.48924395482891,300.0,False,False,0,0,0,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
RECOMBINATION_WEIGHTED_AUDITOR,2,1,5.75,10.880437330974283,10.0,True,True,18,36,72,0.12710018315796323,0.0738998082976764,0.04035715553287794,True,0.8727461284117275,PASS,0.12693248666568155,0.07380230459371706,0.04030390813973362,True,0.8727461284117264,PASS,0.12591942918821278,0.07321328299265123,0.039982239695470684,True,0.8727461284117285,PASS,0.09563008159608254,0.05560215982268534,0.03036469327348189,True,0.8727461284117233,PASS,0.10592941415849358,0.06159049660588457,0.033634962094333275,True,0.872746128411747,PASS,0.0012425633553538578,0.0007224631111998085,0.0003945417020300232,True,0.8727461284117218,PASS,0.12710018315796323,0.0738998082976764,0.04035715553287794,True,0.8727461284117275,PASS,True
RECOMBINATION_WEIGHTED_AUDITOR,2,1,5.75,10.880437330974283,100.0,False,False,10,20,40,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
RECOMBINATION_WEIGHTED_AUDITOR,2,1,5.75,10.880437330974283,300.0,False,False,0,0,0,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,10.880437330974283,10.0,False,False,0,0,0,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,10.880437330974283,100.0,False,False,0,0,0,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,,,,,,NOT_AVAILABLE,False
